#
# BUFR TableLookup
#
# ids = Identification Section. bytes refer to editions 3 or 4. -1 means dont match
#
# name = for display only
# center = originating/generating centre  (ed3=ids bytes 6, ed4=ids byte 5,6)
# subcenter = originating/generating sub-centre  (ed3=ids byte 5, ed4=ids byte 7,8)
# master = Version number of master tables used (ed3=ids byte 11, ed4=ids byte 14)
# local = Version number of local tables used to augment the master table (ed3=ids byte 12, ed4=ids byte 15)
# cat = data category (ed3=ids byte 9, ed4=ids byte 11)
# tableB,tableD = file name or resource name
# format = ecmwf, mel_bufr, mel_tabs, ncep, ncep_nm, opera, ukmet, wmo_csv, wmo_xml
# mode = "wmoOnly", "wmoLocal", "localWmo"  (default "localWmo")
#
# name,center,subcenter,master,local,cat,tableB,tableBformat,tableD,tableDformat, mode
WMO.22, 0,     0,        22,    0,    -1,   resource:/resources/bufrTables/wmo/BUFRCREX_22_0_1_TableB_en.xml, wmo_xml, resource:/resources/bufrTables/wmo/BUFR_22_0_1_TableD_en.xml, wmo_xml
WMO.25, 0,     0,        25,    0,    -1,   resource:/resources/bufrTables/wmo/BUFRCREX_25_0_0_TableB_en.xml, wmo_xml, resource:/resources/bufrTables/wmo/BUFR_25_0_0_TableD_en.xml, wmo_xml
WMO.any, 0,     0,       -1,    0,    -1,   resource:/resources/bufrTables/wmo/BUFRCREX_25_0_0_TableB_en.xml, wmo_xml, resource:/resources/bufrTables/wmo/BUFR_25_0_0_TableD_en.xml, wmo_xml
#
# NCEP
# see http://www.emc.ncep.noaa.gov/mmb/data_processing/bufrtab_tablea.htm#1
# also http://www.emc.ncep.noaa.gov/mmb/data_processing/bufrtab_tabled.htm
# also http://www.nco.ncep.noaa.gov/pmb/codes/nwprod/parm/
NCEP.ETA, 7,    3,       -1,    -1,    241, resource:/resources/bufrTables/local/ncep/ncep.bufrtab.ETACLS1, ncep_nm, resource:/resources/bufrTables/local/ncep/ncep.bufrtab.ETACLS1, ncep_nm
NCEP.NGM, 7,    3,       -1,    -1,    242, resource:/resources/bufrTables/local/ncep/ncep.bufrtab.NGMCLS1, ncep_nm, resource:/resources/bufrTables/local/ncep/ncep.bufrtab.NGMCLS1, ncep_nm
NCEP.GFS, 7,    3,       -1,    -1,    243, resource:/resources/bufrTables/local/ncep/ncep.bufrtab.GFSCLS1, ncep_nm, resource:/resources/bufrTables/local/ncep/ncep.bufrtab.GFSCLS1, ncep_nm
NCEP.12,  7,    8,       12,    -1,    -1, resource:/resources/bufrTables/local/ncep/ncepAwc.v12.override.csv, wmo_csv, , ,
NCEP.14,  7,   -1,       14,    -1,    -1, resource:/resources/bufrTables/local/ncep/ncep.B07.14.local.csv, wmo_csv, resource:/resources/bufrTables/local/ncep/ncep.B4L-007-013-D.diff, mel_bufr
NCEP.any, 7,   -1,       -1,    -1,    -1, resource:/resources/bufrTables/local/ncep/ncep.B07.local.csv, wmo_csv, resource:/resources/bufrTables/local/ncep/ncep.B4L-007-013-D.diff, mel_bufr
#NCEP.any, 7,   -1,       -1,    -1,     -1, resource:/resources/bufrTables/local/ncep/bufrtab.TableB_LOC_0_7_1, ncep, resource:/resources/bufrTables/local/ncep.B4L-007-013-D.diff, mel_bufr
#
# Brasil
# B table from http://downloads.cptec.inpe.br/publicacoes/distribuicao.jsp (MBUFRTOOLS), diffed
Brasil.13, 46,    -1,     13,    -1,   -1, resource:/resources/bufrTables/local/brasil.B46.13.diff.csv, wmo_csv, , ,
#255,   -1,    -1,    -1,   -1, C:/dev/tds4.1/thredds/bufrTables/src/main/sources/brazil/B0000461300.txt, ecmwf, C:/dev/tds4.1/thredds/bufrTables/src/main/sources/brazil/D0000461300.txt, ecmwf,
#
# FNMOC transmitted from Roy.Mendelssohn@noaa.gov group
FNMOC.0, 58,  -1,    -1,    0,   -1, resource:/resources/bufrTables/local/fnmoc.B2L-058-000-B.txt, mel_tabs, , ,
FNMOC.1, 58,  -1,    -1,    1,   -1, resource:/resources/bufrTables/local/fnmoc.B2L-058-001-B.txt, mel_tabs, resource:/resources/bufrTables/local/fnmoc.B2L-058-001-D.txt, mel_tabs,
#
# FSL
# B table from Paul Hamer, unknown provenence on the D table
FSL,     59,    -1,       -1,    -1,   -1, resource:/resources/bufrTables/local/fsl.B3L-059000-003003-B.txt, mel_bufr, resource:/resources/bufrTables/local/fsl.B3L-059-003-D.diff, mel_bufr
#
# ECMWF
ECMWF.13, 98,    -1,       -1,    -1,   -1, resource:/resources/bufrTables/local/ecmwf.B0000000000098013001.TXT, ecmwf, resource:/resources/bufrTables/local/ecmwf.D0000000000098013001.TXT, ecmwf
#
# EUMETSAT
# name,     center,subcenter,master,local,cat,  tableB,tableBformat,tableD,tableDformat, mode
EUMETSAT.11, 254,    -1,       11,    -1,   -1, resource:/resources/bufrTables/local/eumetsat.B3L-254-011-B.diff, mel_bufr, , ,
EUMETSAT.13, 254,    -1,       13,    -1,   -1, resource:/resources/bufrTables/local/eumetsat_b_v13.txt, ecmwf, , ,
EUMETSAT.19, 254,    -1,       -1,    -1,   -1, resource:/resources/bufrTables/local/eumetsat.B0000000000254019001.txt, ecmwf, resource:/resources/bufrTables/local/eumetsat.D0000000000254019001.txt, ecmwf
#
# EUMETNET OPERA - using -1 !!!!
#255,  255,       -1,    5,   -1, resource:/resources/bufrTables/local/opera/localtabb_65535_5.csv, opera, resource:/resources/bufrTables/local/opera/localtabd_65535_5.csv, opera,
